100 4950
75 89 81
75 90 87
75 91 100
75 92 80
75 93 101
75 94 101
75 95 84
75 96 100
75 97 91
75 98 95
75 99 99
76 77 98
76 78 82
76 79 92
76 80 81
76 81 81
76 82 94
76 83 92
76 84 83
76 85 100
76 86 96
76 87 96
76 88 92
76 89 89
76 90 97
76 91 81
76 92 84
76 93 91
76 94 95
76 95 93
76 96 83
76 97 101
76 98 97
76 99 92
77 78 92
77 79 87
77 80 88
77 81 89
77 82 99
77 83 97
77 84 88
77 85 88
77 86 82
77 87 83
77 88 101
77 89 80
77 90 88
77 91 94
77 92 93
77 93 101
77 94 84
77 95 94
77 96 85
77 97 92
77 98 97
77 99 93
78 79 97
78 80 91
78 81 91
78 82 91
78 83 93
78 84 86
78 85 90
78 86 81
78 87 90
78 88 81
78 89 81
78 90 97
78 91 82
78 92 83
78 93 81
78 94 95
78 95 101
78 96 88
78 97 91
78 98 94
78 99 80
79 80 82
79 81 80
79 82 81
79 83 88
79 84 100
79 85 100
79 86 82
79 87 82
79 88 93
79 89 100
79 90 97
79 91 95
79 92 100
79 93 89
79 94 97
79 95 84
79 96 88
79 97 87
79 98 80
79 99 85
80 81 93
80 82 81
80 83 97
80 84 87
80 85 90
80 86 82
80 87 85
80 88 88
80 89 101
80 90 81
80 91 90
80 92 91
80 93 86
80 94 85
80 95 87
80 96 83
80 97 89
80 98 82
80 99 99
81 82 81
81 83 88
81 84 96
81 85 91
81 86 92
81 87 96
81 88 82
81 89 94
81 90 85
81 91 87
81 92 92
81 93 101
81 94 88
81 95 80
81 96 100
81 97 96
81 98 94
81 99 85
82 83 89
82 84 95
82 85 98
82 86 80
82 87 95
82 88 95
82 89 83
82 90 89
82 91 95
82 92 91
82 93 85
82 94 88
82 95 97
82 96 87
82 97 86
82 98 88
82 99 82
83 84 87
83 85 80
83 86 84
83 87 87
83 88 86
83 89 95
83 90 92
83 91 96
83 92 91
83 93 99
83 94 96
83 95 96
83 96 84
83 97 83
83 98 87
83 99 89
84 85 87
84 86 87
84 87 89
84 88 91
84 89 91
84 90 81
84 91 98
84 92 99
84 93 81
84 94 83
84 95 89
84 96 95
84 97 90
84 98 100
84 99 86
85 86 93
85 87 101
85 88 98
85 89 96
85 90 100
85 91 101
85 92 92
85 93 98
85 94 90
85 95 87
85 96 98
85 97 91
85 98 95
85 99 84
86 87 99
86 88 95
86 89 84
86 90 80
86 91 81
86 92 80
86 93 85
86 94 94
86 95 97
86 96 90
86 97 87
86 98 84
86 99 97
87 88 85
87 89 88
87 90 85
87 91 94
87 92 81
87 93 84
87 94 88
87 95 92
87 96 92
87 97 92
87 98 99
87 99 84
88 89 94
88 90 97
88 91 93
88 92 94
88 93 93
88 94 86
88 95 92
88 96 81
88 97 93
88 98 96
88 99 94
89 90 99
89 91 86
89 92 88
89 93 82
89 94 81
89 95 85
89 96 88
89 97 85
89 98 80
89 99 93
90 91 84
90 92 82
90 93 91
90 94 80
90 95 83
90 96 94
90 97 83
90 98 94
90 99 95
91 92 99
91 93 88
91 94 100
91 95 92
91 96 98
91 97 100
91 98 86
91 99 95
92 93 100
92 94 87
92 95 90
92 96 98
92 97 80
92 98 82
92 99 100
93 94 96
93 95 85
93 96 85
93 97 98
93 98 86
93 99 85
94 95 92
94 96 97
94 97 96
94 98 89
94 99 99
95 96 100
95 97 89
95 98 84
95 99 96
96 97 88
96 98 89
96 99 88
97 98 100
97 99 101
98 99 101
